"사망원인별","연령별","항목","단위","2016 년",
"순환계통의 질환","90+","증가기대여명(여자)[년]","년","1.84542",
"- 뇌혈관 질환","0","사망확률(전체)[%]","%","8.79556",
"- 뇌혈관 질환","0","증가기대여명(전체)[년]","년","1.11551",
"- 뇌혈관 질환","0","사망확률(남자)[%]","%","8.04109",
"- 뇌혈관 질환","0","증가기대여명(남자)[년]","년","1.14303",
"- 뇌혈관 질환","0","사망확률(여자)[%]","%","9.38322",
"- 뇌혈관 질환","0","증가기대여명(여자)[년]","년","1.05253",
"- 뇌혈관 질환","1","사망확률(전체)[%]","%","8.81982",
"- 뇌혈관 질환","1","증가기대여명(전체)[년]","년","1.11824",
"- 뇌혈관 질환","1","사망확률(남자)[%]","%","8.06472",
"- 뇌혈관 질환","1","증가기대여명(남자)[년]","년","1.14576",
"- 뇌혈관 질환","1","사망확률(여자)[%]","%","9.40723",
"- 뇌혈관 질환","1","증가기대여명(여자)[년]","년","1.05522",
"- 뇌혈관 질환","5","사망확률(전체)[%]","%","8.82392",
"- 뇌혈관 질환","5","증가기대여명(전체)[년]","년","1.1178",
"- 뇌혈관 질환","5","사망확률(남자)[%]","%","8.06831",
"- 뇌혈관 질환","5","증가기대여명(남자)[년]","년","1.14482",
"- 뇌혈관 질환","5","사망확률(여자)[%]","%","9.41166",
"- 뇌혈관 질환","5","증가기대여명(여자)[년]","년","1.05537",
"- 뇌혈관 질환","10","사망확률(전체)[%]","%","8.82693",
"- 뇌혈관 질환","10","증가기대여명(전체)[년]","년","1.11764",
"- 뇌혈관 질환","10","사망확률(남자)[%]","%","8.07109",
"- 뇌혈관 질환","10","증가기대여명(남자)[년]","년","1.14456",
"- 뇌혈관 질환","10","사망확률(여자)[%]","%","9.41489",
"- 뇌혈관 질환","10","증가기대여명(여자)[년]","년","1.05541",
"- 뇌혈관 질환","15","사망확률(전체)[%]","%","8.83005",
"- 뇌혈관 질환","15","증가기대여명(전체)[년]","년","1.11774",
"- 뇌혈관 질환","15","사망확률(남자)[%]","%","8.07423",
"- 뇌혈관 질환","15","증가기대여명(남자)[년]","년","1.14462",
"- 뇌혈관 질환","15","사망확률(여자)[%]","%","9.41783",
"- 뇌혈관 질환","15","증가기대여명(여자)[년]","년","1.05556",
"- 뇌혈관 질환","20","사망확률(전체)[%]","%","8.83751",
"- 뇌혈관 질환","20","증가기대여명(전체)[년]","년","1.11759",
"- 뇌혈관 질환","20","사망확률(남자)[%]","%","8.08366",
"- 뇌혈관 질환","20","증가기대여명(남자)[년]","년","1.14507",
"- 뇌혈관 질환","20","사망확률(여자)[%]","%","9.42268",
"- 뇌혈관 질환","20","증가기대여명(여자)[년]","년","1.05475",
"- 뇌혈관 질환","25","사망확률(전체)[%]","%","8.8495",
"- 뇌혈관 질환","25","증가기대여명(전체)[년]","년","1.11804",
"- 뇌혈관 질환","25","사망확률(남자)[%]","%","8.09825",
"- 뇌혈관 질환","25","증가기대여명(남자)[년]","년","1.1463",
"- 뇌혈관 질환","25","사망확률(여자)[%]","%","9.43109",
"- 뇌혈관 질환","25","증가기대여명(여자)[년]","년","1.05432",
"- 뇌혈관 질환","30","사망확률(전체)[%]","%","8.86473",
"- 뇌혈관 질환","30","증가기대여명(전체)[년]","년","1.11822",
"- 뇌혈관 질환","30","사망확률(남자)[%]","%","8.1161",
"- 뇌혈관 질환","30","증가기대여명(남자)[년]","년","1.14675",
"- 뇌혈관 질환","30","사망확률(여자)[%]","%","9.44242",
"- 뇌혈관 질환","30","증가기대여명(여자)[년]","년","1.05427",
"- 뇌혈관 질환","35","사망확률(전체)[%]","%","8.88039",
"- 뇌혈관 질환","35","증가기대여명(전체)[년]","년","1.11627",
"- 뇌혈관 질환","35","사망확률(남자)[%]","%","8.13116",
"- 뇌혈관 질환","35","증가기대여명(남자)[년]","년","1.14399",
"- 뇌혈관 질환","35","사망확률(여자)[%]","%","9.45724",
"- 뇌혈관 질환","35","증가기대여명(여자)[년]","년","1.0533",
"- 뇌혈관 질환","40","사망확률(전체)[%]","%","8.89498",
"- 뇌혈관 질환","40","증가기대여명(전체)[년]","년","1.11112",
"- 뇌혈관 질환","40","사망확률(남자)[%]","%","8.14389",
"- 뇌혈관 질환","40","증가기대여명(남자)[년]","년","1.13772",
"- 뇌혈관 질환","40","사망확률(여자)[%]","%","9.47189",
"- 뇌혈관 질환","40","증가기대여명(여자)[년]","년","1.04968",
"- 뇌혈관 질환","45","사망확률(전체)[%]","%","8.9143",
"- 뇌혈관 질환","45","증가기대여명(전체)[년]","년","1.10321",
"- 뇌혈관 질환","45","사망확률(남자)[%]","%","8.16288",
"- 뇌혈관 질환","45","증가기대여명(남자)[년]","년","1.12824",
"- 뇌혈관 질환","45","사망확률(여자)[%]","%","9.48781",
"- 뇌혈관 질환","45","증가기대여명(여자)[년]","년","1.04399",
"- 뇌혈관 질환","50","사망확률(전체)[%]","%","8.94121",
"- 뇌혈관 질환","50","증가기대여명(전체)[년]","년","1.09232",
"- 뇌혈관 질환","50","사망확률(남자)[%]","%","8.19463",
"- 뇌혈관 질환","50","증가기대여명(남자)[년]","년","1.11654",
"- 뇌혈관 질환","50","사망확률(여자)[%]","%","9.5034",
"- 뇌혈관 질환","50","증가기대여명(여자)[년]","년","1.03487",
"- 뇌혈관 질환","55","사망확률(전체)[%]","%","8.98726",
"- 뇌혈관 질환","55","증가기대여명(전체)[년]","년","1.08052",
"- 뇌혈관 질환","55","사망확률(남자)[%]","%","8.25658",
"- 뇌혈관 질환","55","증가기대여명(남자)[년]","년","1.10572",
"- 뇌혈관 질환","55","사망확률(여자)[%]","%","9.52265",
"- 뇌혈관 질환","55","증가기대여명(여자)[년]","년","1.02319",
"- 뇌혈관 질환","60","사망확률(전체)[%]","%","9.04808",
"- 뇌혈관 질환","60","증가기대여명(전체)[년]","년","1.06624",
"- 뇌혈관 질환","60","사망확률(남자)[%]","%","8.33307",
"- 뇌혈관 질환","60","증가기대여명(남자)[년]","년","1.09141",
"- 뇌혈관 질환","60","사망확률(여자)[%]","%","9.5526",
"- 뇌혈관 질환","60","증가기대여명(여자)[년]","년","1.01104",
"- 뇌혈관 질환","65","사망확률(전체)[%]","%","9.1215",
"- 뇌혈관 질환","65","증가기대여명(전체)[년]","년","1.04795",
"- 뇌혈관 질환","65","사망확률(남자)[%]","%","8.43408",
"- 뇌혈관 질환","65","증가기대여명(남자)[년]","년","1.07568",
"- 뇌혈관 질환","65","사망확률(여자)[%]","%","9.57776",
"- 뇌혈관 질환","65","증가기대여명(여자)[년]","년",".99296",
"- 뇌혈관 질환","70","사망확률(전체)[%]","%","9.21141",
"- 뇌혈관 질환","70","증가기대여명(전체)[년]","년","1.02507",
"- 뇌혈관 질환","70","사망확률(남자)[%]","%","8.54876",
"- 뇌혈관 질환","70","증가기대여명(남자)[년]","년","1.05622",
"- 뇌혈관 질환","70","사망확률(여자)[%]","%","9.61419",
"- 뇌혈관 질환","70","증가기대여명(여자)[년]","년",".97087",
"- 뇌혈관 질환","75","사망확률(전체)[%]","%","9.28018",
"- 뇌혈관 질환","75","증가기대여명(전체)[년]","년",".98826",
"- 뇌혈관 질환","75","사망확률(남자)[%]","%","8.63132",
"- 뇌혈관 질환","75","증가기대여명(남자)[년]","년","1.02617",
"- 뇌혈관 질환","75","사망확률(여자)[%]","%","9.62668",
"- 뇌혈관 질환","75","증가기대여명(여자)[년]","년",".93415",
"- 뇌혈관 질환","80","사망확률(전체)[%]","%","9.22868",
"- 뇌혈관 질환","80","증가기대여명(전체)[년]","년",".91912",
"- 뇌혈관 질환","80","사망확률(남자)[%]","%","8.61887",
"- 뇌혈관 질환","80","증가기대여명(남자)[년]","년",".97312",
"- 뇌혈관 질환","80","사망확률(여자)[%]","%","9.4884",
"- 뇌혈관 질환","80","증가기대여명(여자)[년]","년",".86099",
"- 뇌혈관 질환","85","사망확률(전체)[%]","%","8.78133",
"- 뇌혈관 질환","85","증가기대여명(전체)[년]","년",".77312",
"- 뇌혈관 질환","85","사망확률(남자)[%]","%","8.22846",
"- 뇌혈관 질환","85","증가기대여명(남자)[년]","년",".83001",
"- 뇌혈관 질환","85","사망확률(여자)[%]","%","8.96624",
"- 뇌혈관 질환","85","증가기대여명(여자)[년]","년",".72398",
"- 뇌혈관 질환","90+","사망확률(전체)[%]","%","7.99673",
"- 뇌혈관 질환","90+","증가기대여명(전체)[년]","년",".40153",
"- 뇌혈관 질환","90+","사망확률(남자)[%]","%","8.07299",
"- 뇌혈관 질환","90+","증가기대여명(남자)[년]","년",".36026",
"- 뇌혈관 질환","90+","사망확률(여자)[%]","%","7.97016",
"- 뇌혈관 질환","90+","증가기대여명(여자)[년]","년",".42256",
"- 고혈압성 질환","0","사망확률(전체)[%]","%","2.82651",
"- 고혈압성 질환","0","증가기대여명(전체)[년]","년",".24133",
"- 고혈압성 질환","0","사망확률(남자)[%]","%","1.62698",
"- 고혈압성 질환","0","증가기대여명(남자)[년]","년",".1641",
"- 고혈압성 질환","0","사망확률(여자)[%]","%","3.78128",
"- 고혈압성 질환","0","증가기대여명(여자)[년]","년",".30168",
"- 고혈압성 질환","1","사망확률(전체)[%]","%","2.83446",
"- 고혈압성 질환","1","증가기대여명(전체)[년]","년",".24201",
"- 고혈압성 질환","1","사망확률(남자)[%]","%","1.63195",
"- 고혈압성 질환","1","증가기대여명(남자)[년]","년",".16461",
"- 고혈압성 질환","1","사망확률(여자)[%]","%","3.79096",
"- 고혈압성 질환","1","증가기대여명(여자)[년]","년",".30245",
"- 고혈압성 질환","5","사망확률(전체)[%]","%","2.83623",
"- 고혈압성 질환","5","증가기대여명(전체)[년]","년",".24216",
"- 고혈압성 질환","5","사망확률(남자)[%]","%","1.63314",
"- 고혈압성 질환","5","증가기대여명(남자)[년]","년",".16473",
"- 고혈압성 질환","5","사망확률(여자)[%]","%","3.79293",
"- 고혈압성 질환","5","증가기대여명(여자)[년]","년",".30261",
"- 고혈압성 질환","10","사망확률(전체)[%]","%","2.83746",
"- 고혈압성 질환","10","증가기대여명(전체)[년]","년",".24227",
"- 고혈압성 질환","10","사망확률(남자)[%]","%","1.63392",
"- 고혈압성 질환","10","증가기대여명(남자)[년]","년",".1648",
"- 고혈압성 질환","10","사망확률(여자)[%]","%","3.79443",
"- 고혈압성 질환","10","증가기대여명(여자)[년]","년",".30273",
"- 고혈압성 질환","15","사망확률(전체)[%]","%","2.83863",
"- 고혈압성 질환","15","증가기대여명(전체)[년]","년",".24237",
"- 고혈압성 질환","15","사망확률(남자)[%]","%","1.6347",
"- 고혈압성 질환","15","증가기대여명(남자)[년]","년",".16488",
"- 고혈압성 질환","15","사망확률(여자)[%]","%","3.79572",
"- 고혈압성 질환","15","증가기대여명(여자)[년]","년",".30283",
"- 고혈압성 질환","20","사망확률(전체)[%]","%","2.84168",
"- 고혈압성 질환","20","증가기대여명(전체)[년]","년",".24263",
"- 고혈압성 질환","20","사망확률(남자)[%]","%","1.63698",
"- 고혈압성 질환","20","증가기대여명(남자)[년]","년",".16511",
"- 고혈압성 질환","20","사망확률(여자)[%]","%","3.79861",
"- 고혈압성 질환","20","증가기대여명(여자)[년]","년",".30306",
"- 고혈압성 질환","25","사망확률(전체)[%]","%","2.84623",
"- 고혈압성 질환","25","증가기대여명(전체)[년]","년",".24302",
"- 고혈압성 질환","25","사망확률(남자)[%]","%","1.64032",
"- 고혈압성 질환","25","증가기대여명(남자)[년]","년",".16545",
"- 고혈압성 질환","25","사망확률(여자)[%]","%","3.80304",
"- 고혈압성 질환","25","증가기대여명(여자)[년]","년",".30342",
"- 고혈압성 질환","30","사망확률(전체)[%]","%","2.85225",
"- 고혈압성 질환","30","증가기대여명(전체)[년]","년",".24345",
"- 고혈압성 질환","30","사망확률(남자)[%]","%","1.64466",
"- 고혈압성 질환","30","증가기대여명(남자)[년]","년",".16575",
"- 고혈압성 질환","30","사망확률(여자)[%]","%","3.80871",
"- 고혈압성 질환","30","증가기대여명(여자)[년]","년",".30387",
"- 고혈압성 질환","35","사망확률(전체)[%]","%","2.8605",
"- 고혈압성 질환","35","증가기대여명(전체)[년]","년",".24416",
"- 고혈압성 질환","35","사망확률(남자)[%]","%","1.65057",
"- 고혈압성 질환","35","증가기대여명(남자)[년]","년",".16634",
"- 고혈압성 질환","35","사망확률(여자)[%]","%","3.8171",
"- 고혈압성 질환","35","증가기대여명(여자)[년]","년",".30454",
"- 고혈압성 질환","40","사망확률(전체)[%]","%","2.87127",
"- 고혈압성 질환","40","증가기대여명(전체)[년]","년",".24489",
"- 고혈압성 질환","40","사망확률(남자)[%]","%","1.65791",
"- 고혈압성 질환","40","증가기대여명(남자)[년]","년",".16683",
"- 고혈압성 질환","40","사망확률(여자)[%]","%","3.82823",
"- 고혈압성 질환","40","증가기대여명(여자)[년]","년",".30532",
"- 고혈압성 질환","45","사망확률(전체)[%]","%","2.88762",
"- 고혈압성 질환","45","증가기대여명(전체)[년]","년",".24594",
"- 고혈압성 질환","45","사망확률(남자)[%]","%","1.67029",
"- 고혈압성 질환","45","증가기대여명(남자)[년]","년",".16776",
"- 고혈압성 질환","45","사망확률(여자)[%]","%","3.84257",
"- 고혈압성 질환","45","증가기대여명(여자)[년]","년",".30611",
"- 고혈압성 질환","50","사망확률(전체)[%]","%","2.91204",
"- 고혈압성 질환","50","증가기대여명(전체)[년]","년",".24734",
"- 고혈압성 질환","50","사망확률(남자)[%]","%","1.68804",
"- 고혈압성 질환","50","증가기대여명(남자)[년]","년",".16856",
"- 고혈압성 질환","50","사망확률(여자)[%]","%","3.86314",
"- 고혈압성 질환","50","증가기대여명(여자)[년]","년",".30753",
"- 고혈압성 질환","55","사망확률(전체)[%]","%","2.94731",
"- 고혈압성 질환","55","증가기대여명(전체)[년]","년",".24884",
"- 고혈압성 질환","55","사망확률(남자)[%]","%","1.7131",
